Company,Product,TypeName,Inches,ScreenResolution,CPU_Frequency (GHz),RAM (GB),Memory,OpSys,Weight (kg),Price,CPU,GPU,Memory_Type,GPU_Type,Memory_Type_Score,GPU_Type_Score,Price_Range
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,1.1,4,128GB SSD,No OS,1.9,270,Intel Celeron Dual Core N3350,Intel HD Graphics 500,SSD,Integrated,3.0,1,Low Budget
Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,2.3,1349,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.68,889,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,2.5,8,256GB SSD,Windows 10,1.4,1150,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,256GB SSD,Windows 10,1.11,1349,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire ES1-533,Notebook,15.6,1366x768,1.1,4,500GB HDD,Windows 10,2.4,380,Intel Pentium Quad Core N4200,Intel HD Graphics 505,HDD,Integrated,1.0,1,Low Budget
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.5,1799,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,Hybrid,Integrated,2.5,1,High Budget
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,2.7,8,512GB SSD,Windows 10,1.48,2089,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.7,1260,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.34,1189,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.4,4,128GB SSD,Windows 10,2.18,547,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
HP,Probook 440,Notebook,14.0,1366x768,2.5,4,500GB HDD,Windows 10,1.64,779,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,2.3,4,128GB SSD,Windows 10,1.2,1195,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 840,Notebook,14.0,1366x768,2.4,4,256GB SSD,Windows 10,1.48,1099,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,1.95,1205,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,2.6,8,256GB SSD,Windows 7,1.43,1449,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.64,1049,Intel Core i5 7200U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
HP,Probook 440,Notebook,14.0,1366x768,2.4,4,500GB HDD,Windows 10,1.64,684,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,2.5,8,1.0TB Hybrid,Windows 10,2.65,949,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,2.5,4,500GB HDD,Windows 10,1.26,1539,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,High Budget
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,1.48,1590,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.54,1887,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,Probook 430,Notebook,13.3,1366x768,2.4,4,500GB HDD,Windows 10,1.49,800,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,2.3,8,256GB SSD,Windows 10,1.5,1210,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,1366x768,2.4,4,256GB SSD,Windows 10,2.04,769,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,2.7,16,512GB SSD,Windows 7,2.4,2968,Intel Core i7 6820HQ,Nvidia Quadro 3000M,SSD,Integrated,3.0,1,High Budget
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,1.47,1490,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.43,2229,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.3,4,1TB HDD,Windows 10,2.08,795,Intel Core i3 6100U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,1.2,1590,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.11,1149,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.64,1185,Intel Core i7 7500U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,2.4,8,500GB HDD,Windows 10,2.09,1046,Intel Core i5 6300U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,Elitebook 820,Ultrabook,12.5,1366x768,2.5,4,256GB SSD,Windows 10,1.26,1559,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,ProBook 650,Notebook,14.0,1366x768,2.5,4,500GB HDD,Windows 10,2.31,1189,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
HP,ProBook 640,Notebook,14.0,1366x768,2.5,4,500GB HDD,Windows 10,1.95,1060,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.5,8,256GB SSD,Windows 10,1.29,1624,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.63,1080,Intel Core i5 7200U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 440,Notebook,14.0,1366x768,2.5,4,256GB SSD,Windows 10,1.64,973,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire 3,Notebook,15.6,1366x768,3.0,6,1TB HDD,Windows 10,2.1,409,AMD A9-Series 9420,AMD Radeon R5,HDD,Integrated,1.0,1,Low Budget
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.7,1191,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,2.3,8,256GB SSD,Windows 7,1.95,1195,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.84,1228,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.26,1349,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,1366x768,2.5,4,500GB HDD,Windows 10,2.04,742,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD,Windows 10,1.47,1725,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,2.4,8,256GB SSD,Windows 7,2.09,1062,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.64,1010,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.5,4,256GB SSD,Windows 10,1.8,847,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,1.44,2,32GB Flash Storage,Windows 10,1.45,210,Intel Atom X5-Z8350,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,16,256GB SSD,Windows 10,2.4,1425,Intel Core i7 6500U,Nvidia GeForce 930M,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,2.3,1049,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,2.3,4,500GB HDD,Windows 10,1.54,1000,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,2.4,8,256GB SSD +  500GB HDD,Windows 10,1.84,2103,Intel Core i5 6300U,Intel HD Graphics 520,Hybrid,Integrated,2.5,1,High Budget
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,2.3,8,256GB SSD,Windows 7,1.43,1469,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,2.7,16,256GB SSD +  1TB HDD,Windows 10,3.78,1545,Intel Core i7 6820HK,Nvidia GeForce GTX 980M,Hybrid,Integrated,2.5,1,High Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,128GB SSD +  1TB HDD,Windows 10,4.6,2289,Intel Core i7 6700HQ,Nvidia GeForce GTX 980M,Hybrid,Integrated,2.5,1,High Budget
Asus,Chromebook C202SA,Netbook,11.6,1366x768,1.6,4,16GB Flash Storage,Chrome OS,1.2,287,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,2.6,16,256GB SSD,Windows 7,1.1,2620,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,1.91,979,Intel Core i7 7500U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,256GB SSD,Windows 10,2.3,1094,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,1366x768,2.5,4,256GB SSD,Windows 10,2.04,979,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.7,16,1TB SSD,Windows 10,1.2,2254,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,ProBook 650,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.31,705,Intel Core i3 6100U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,250 G5,Notebook,15.6,1366x768,2.5,4,500GB HDD,No OS,1.96,499,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire ES1-523,Notebook,15.6,1366x768,2.2,8,1TB HDD,Windows 10,2.4,449,AMD A8-Series 7410,AMD Radeon R5,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.7,12,256GB SSD,Windows 10,1.6,1299,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,2.6,16,256GB SSD +  1TB HDD,Windows 10,2.94,1819,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,2.04,1070,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,1TB HDD,No OS,4.0,998,Intel Core i7 6700HQ,Nvidia GeForce GTX 965M,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,Windows 10,2.25,559,Intel Core i5 7200U,Intel HD Graphics,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,2.7,16,2TB HDD,Windows 10,2.32,989,Intel Core i7 7500U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,2.6,16,256GB SSD +  1TB HDD,Windows 10,1.8,1929,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.29,1458,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,2.7,64,1TB SSD,Windows 10,3.58,3975,Intel Core i7 6820HK,Nvidia GeForce GTX 980,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.62,798,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,2.6,16,256GB SSD +  1TB HDD,Windows 10,3.21,1329,Intel Core i7 6700HQ,Nvidia GeForce GTX 970M,Hybrid,Integrated,2.5,1,Mid Budget
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,1.1,8,256GB Flash Storage,Mac OS X,0.92,1300,Intel Core M,Intel HD Graphics 515,Flash Storage,Integrated,2.0,1,Mid Budget
Dell,Latitude 3570,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.06,481,Intel Core i3 6100U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,ProBook 650,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.31,1199,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,2.3,8,256GB SSD,Windows 7,1.26,1199,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.49,1090,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.3,1713,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,2.3,8,1.0TB HDD,Windows 10,3.0,659,Intel Core i5 6200U,AMD Radeon R5 M330,HDD,Integrated,1.0,1,Mid Budget
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,2.3,4,1TB HDD,Windows 10,2.3,977,Intel Core i5 6300HQ,Nvidia GeForce GTX 950M,HDD,Integrated,1.0,1,Mid Budget
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,3.78,2499,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.1,540,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,2.3,4,500GB HDD,Windows 7,2.31,940,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,1.2,8,512GB SSD,Windows 10,0.99,1399,Intel Core M 6Y75,Intel HD Graphics 515,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,2.7,32,512GB SSD +  1.0TB Hybrid,Windows 10,4.6,3240,Intel Core i7 6820HK,Nvidia GeForce GTX 980M,SSD,Integrated,3.0,1,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,1.44,4,64GB Flash Storage,Windows 10,0.69,646,Intel Atom x5-Z8550,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Mid Budget
HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,2.7,16,512GB SSD,Windows 10,1.3,2049,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.18,750,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,2.3,4,500GB HDD,Windows 7,1.54,1030,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 7,1.9,1495,Intel Core i7 6500U,AMD FirePro W4190M,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,2.3,8,180GB SSD,Windows 7,1.7,1199,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,1.5,4,32GB Flash Storage,Chrome OS,1.29,615,Intel Pentium Dual Core 4405Y,Intel HD Graphics 515,Flash Storage,Integrated,2.0,1,Mid Budget
Acer,Aspire ES1-523,Notebook,15.6,1366x768,2.2,4,500GB HDD,Windows 10,2.4,387,AMD A8-Series 7410,AMD Radeon R5,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 3552,Notebook,15.6,1366x768,1.6,4,500GB HDD,Linux,2.2,393,Intel Pentium Quad Core N3700,Intel HD Graphics,HDD,Integrated,1.0,1,Low Budget
HP,250 G6,Notebook,15.6,1366x768,2.0,4,1TB HDD,No OS,1.86,345,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,8,256GB SSD +  1TB HDD,Windows 10,2.7,1599,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,1.6,4,256GB SSD,Windows 10,1.4,818,Intel Core i5 8250U,AMD Radeon 530,SSD,Integrated,3.0,1,Mid Budget
HP,Elitebook 820,Netbook,12.5,1366x768,2.3,4,128GB SSD,Windows 7,2.4,1599,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD +  1TB HDD,Windows 10,2.4,799,Intel Core i5 7200U,Nvidia GeForce GTX 950M,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.36,638,Intel Core i5 7200U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,2.6,8,256GB SSD,Windows 10,2.6,1599,Intel Core i7 6700HQ,Nvidia GeForce GTX 965M,SSD,Integrated,3.0,1,High Budget
HP,250 G5,Notebook,15.6,1366x768,1.6,4,1TB HDD,Windows 10,1.96,500,Intel Pentium Quad Core N3710,Intel HD Graphics 405,HDD,Integrated,1.0,1,Low Budget
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,128GB SSD +  1TB HDD,Windows 10,4.3,2299,Intel Core i7 6700HQ,Nvidia GeForce GTX 980M,Hybrid,Integrated,2.5,1,High Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,2.3,4,500GB HDD,Windows 7,1.5,1135,Intel Core i3 6100U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,2.3,4,128GB SSD,Windows 7,1.5,1166,Intel Core i3 6100U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Acer,Chromebook 15,Notebook,15.6,1366x768,1.5,4,16GB SSD,Chrome OS,2.2,209,Intel Celeron Dual Core 3205U,Intel HD Graphics,SSD,Integrated,3.0,1,Low Budget
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,2.6,8,1TB HDD,Windows 7,3.0,2899,Intel Core i7 6700HQ,AMD FirePro W6150M,HDD,Integrated,1.0,1,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,2.8,16,512GB SSD,Windows 10,2.4,1199,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,2.3,8,256GB SSD,Windows 7,1.5,1413,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,2.6,8,128GB SSD +  1TB HDD,Windows 10,2.9,1511,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,High Budget
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.3,4,256GB SSD,Windows 10,2.1,867,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,Windows 10,2.1,398,AMD A6-Series 9220,AMD Radeon R4,HDD,Integrated,1.0,1,Low Budget
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,2.6,16,128GB SSD +  1TB HDD,Windows 10,2.59,1339,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,Mid Budget
HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,1.1,8,256GB SSD,Windows 10,1.16,1699,Intel Core M 6Y54,Intel HD Graphics 515,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 3559,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 7,2.24,769,Intel Core i5 6200U,AMD Radeon R5 M315,HDD,Integrated,1.0,1,Mid Budget
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,2.0,4,128GB SSD,Windows 10,2.1,429,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Low Budget
HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,2.5,8,512GB SSD,Windows 10,1.16,1969,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,1.44,4,64GB Flash Storage,Android,0.69,549,Intel Atom x5-Z8550,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,2.4,8,256GB SSD,Windows 10,1.23,1379,Intel Core i7 7560U,Intel Iris Plus Graphics 640,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,2.7,16,256GB SSD +  1.0TB Hybrid,Windows 10,4.6,2749,Intel Core i7 6820HK,Nvidia GeForce GTX 980M,SSD,Integrated,3.0,1,High Budget
Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,2.5,8,256GB SSD,Windows 10,1.25,1029,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
